Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Included / International,Price / International,Compare At Price / International,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
customizable-t-shirt,Customizable T- shirt,<b>Now you can create t shirts with the help of AI</b>,Printify,,t-shirt,hidden,true,Title,Default Title,,,,,123347943y,0.0,shopify,deny,manual,12.00,,true,true,"",https://cdn.shopify.com/s/files/1/0724/9005/8008/files/image_2023_06_01T12_59_02_218Z.png?v=1685624388,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,active
